Price,Adj Close,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,,
2024-07-01,124.28936767578125,124.30000305175781,124.83999633789062,118.83000183105469,123.47000122070312,284885500
2024-07-02,122.65950775146484,122.66999816894531,123.41000366210938,121.02999877929688,121.12999725341797,218374000
2024-07-03,128.26902770996094,128.27999877929688,128.27999877929688,121.36000061035156,121.66000366210938,215749000
2024-07-05,125.8192367553711,125.83000183105469,128.85000610351562,125.68000030517578,127.37999725341797,214176700
2024-07-08,128.18902587890625,128.1999969482422,130.77000427246094,127.04000091552734,127.48999786376953,237677300
2024-07-09,131.3687744140625,131.3800048828125,133.82000732421875,128.64999389648438,130.35000610351562,285366600
2024-07-10,134.89846801757812,134.91000366210938,135.10000610351562,132.4199981689453,134.02999877929688,248978600
2024-07-11,127.38910675048828,127.4000015258789,136.14999389648438,127.05000305175781,135.75,374782700
2024-07-12,129.2289581298828,129.24000549316406,131.9199981689453,127.22000122070312,128.25999450683594,252680500
2024-07-15,128.42901611328125,128.44000244140625,131.38999938964844,127.18000030517578,130.55999755859375,208326200
2024-07-16,126.34918975830078,126.36000061035156,129.0399932861328,124.58000183105469,128.44000244140625,214769500
2024-07-17,117.97990417480469,117.98999786376953,121.8499984741211,116.72000122070312,121.3499984741211,390086200
2024-07-18,121.07963562011719,121.08999633789062,122.4000015258789,116.55999755859375,121.8499984741211,320979500
2024-07-19,117.91991424560547,117.93000030517578,121.5999984741211,117.37000274658203,120.3499984741211,217223800
2024-07-22,123.52943420410156,123.54000091552734,124.06999969482422,119.86000061035156,120.3499984741211,258068900
2024-07-23,122.57951354980469,122.58999633789062,124.69000244140625,122.0999984741211,122.77999877929688,173911000
2024-07-24,114.24022674560547,114.25,119.94999694824219,113.44000244140625,119.16999816894531,327776900
2024-07-25,112.27039337158203,112.27999877929688,116.62999725341797,106.30000305175781,113.04000091552734,460067000
2024-07-26,113.05032348632812,113.05999755859375,116.19999694824219,111.58000183105469,116.19000244140625,293399100
2024-07-29,111.58045196533203,111.58999633789062,116.27999877929688,111.30000305175781,113.69000244140625,248152100
2024-07-30,103.72113037109375,103.7300033569336,111.98999786376953,102.54000091552734,111.5199966430664,486833300
2024-07-31,117.0099868774414,117.0199966430664,118.33999633789062,110.87999725341797,112.9000015258789,473174200
2024-08-01,109.2006607055664,109.20999908447266,120.16000366210938,106.80999755859375,117.52999877929688,523462300
2024-08-02,107.26081848144531,107.2699966430664,108.72000122070312,101.37000274658203,103.76000213623047,482027500
2024-08-05,100.44140625,100.44999694824219,103.41000366210938,90.69000244140625,92.05999755859375,552842400
2024-08-06,104.24108123779297,104.25,107.70999908447266,100.55000305175781,103.83999633789062,409012100
2024-08-07,98.90154266357422,98.91000366210938,108.80000305175781,98.69000244140625,107.80999755859375,411440400
2024-08-08,104.96102142333984,104.97000122070312,105.5,97.5199966430664,102.0,391910000
2024-08-09,104.74104309082031,104.75,106.5999984741211,103.43000030517578,105.63999938964844,290844200
2024-08-12,109.01067352294922,109.0199966430664,111.06999969482422,106.26000213623047,106.31999969482422,325559900
2024-08-13,116.13006591796875,116.13999938964844,116.2300033569336,111.58000183105469,112.44000244140625,312646700
2024-08-14,118.06990051269531,118.08000183105469,118.5999984741211,114.06999969482422,118.52999877929688,339246400
2024-08-15,122.84949493408203,122.86000061035156,123.23999786376953,117.47000122070312,118.76000213623047,318086700
2024-08-16,124.56934356689453,124.58000183105469,125.0,121.18000030517578,121.94000244140625,302589900
2024-08-19,129.98887634277344,130.0,130.0,123.41999816894531,124.27999877929688,318333600
2024-08-20,127.2391128540039,127.25,129.8800048828125,125.88999938964844,128.39999389648438,300087400
2024-08-21,128.489013671875,128.5,129.35000610351562,126.66000366210938,127.31999969482422,257883600
2024-08-22,123.72941589355469,123.73999786376953,130.75,123.0999984741211,130.02000427246094,376189100
2024-08-23,129.3589324951172,129.3699951171875,129.60000610351562,125.22000122070312,125.86000061035156,323230300
2024-08-26,126.44918060302734,126.45999908447266,131.25999450683594,124.37000274658203,129.57000732421875,331964700
2024-08-27,128.28903198242188,128.3000030517578,129.1999969482422,123.87999725341797,125.05000305175781,303134600
2024-08-28,125.59925842285156,125.61000061035156,128.3300018310547,122.63999938964844,128.1199951171875,448101100
2024-08-29,117.57994079589844,117.58999633789062,124.43000030517578,116.70999908447266,121.36000061035156,453023300
2024-08-30,119.35979461669922,119.37000274658203,121.75,117.22000122070312,119.52999877929688,333751600
